,id,online_id,year,quarter,service,value,program,theme,media_type,pubdate,headline,objective1,objective2,objective3
87,26432,929124a8-f4b8-4d5f-afe2-cafacdb63bbe,2019,1,Thai,185,VEO,Economy,article,2019-01-31,,Reduce support for radical Islam and terrorism,,
88,26433,4ab9ce1a-c1c2-4316-8967-871093793db2,2019,1,Thai,181,VEO,SESI,article,2018-12-21,,None,,
89,26434,029909ea-29b8-4bd8-9c5c-0943a6f2a13d,2019,1,Thai,175,VEO,Employment (Jobs),article,2018-10-31,,Reduce effectiveness of VEO recruiting efforts,,
90,26435,43de446f-538a-43f8-8bd2-be420dca61e9,2019,1,Thai,172,VEO,Anti-Crime,article,2019-02-21,,Reduce criminal influence throughout the region,"Reduce trafficking and smuggling of persons, weapons, narcotics, and other illicit items, particularly those that facilitate terrorism",
91,26436,5069245a-a9ae-432c-9340-69d946f8fb33,2019,1,Thai,170,VEO,VEO Consequences,article,2017-10-23,,Reduce effectiveness of VEO recruiting efforts,,
92,26437,00dc1851-6310-4629-82b8-5a9f8319251b,2019,1,Thai,169,VEO,VEO Consequences,article,2019-02-12,,Reduce effectiveness of VEO recruiting efforts,,
93,26438,8ae021d1-d196-4bf9-934d-7f9bb3322d63,2019,1,Thai,167,VEO,Anti-Drugs,article,2018-10-23,,"Reduce trafficking and smuggling of persons, weapons, narcotics, and other illicit items, particularly those that facilitate terrorism",,
94,26439,a2bf56a5-8f06-4bb0-b4d6-3e048107a0b7,2019,1,Thai,166,VEO,VEO Consequences,article,2019-01-25,,Reduce effectiveness of VEO recruiting efforts,,
95,26440,ca315cc4-319c-4d8e-82d8-c44fe4301746,2019,1,Thai,164,VEO,Anti-Drugs,article,2018-10-01,,"Reduce trafficking and smuggling of persons, weapons, narcotics, and other illicit items, particularly those that facilitate terrorism",,
96,26441,251c814c-4acf-43ea-aa21-0ce9b3f0b107,2019,1,Thai,159,VEO,Rule of Law,article,2018-11-06,,Reduce criminal influence throughout the region,"Reduce trafficking and smuggling of persons, weapons, narcotics, and other illicit items, particularly those that facilitate terrorism",
97,26442,bd2efa4c-1d73-49d1-b5b9-3edbc2fe8d34,2019,1,Thai,157,VEO,Anti-Crime,article,2018-04-18,,Reduce criminal influence throughout the region,"Reduce trafficking and smuggling of persons, weapons, narcotics, and other illicit items, particularly those that facilitate terrorism",
98,26443,7ddf4b1c-a5f6-44f2-a121-06c1c79c168d,2019,1,Thai,151,VEO,VEO Consequences,commentary,2019-01-22,,Reduce effectiveness of VEO recruiting efforts,,
99,26444,b5fcb129-807e-4c65-a0af-eee1391cba35,2019,1,Thai,146,VEO,VEO Consequences,article,2018-11-30,,Reduce effectiveness of VEO recruiting efforts,,
100,26445,37b44be8-ec8b-4527-a1cd-e21a365e9b0e,2019,1,Thai,145,VEO,Positive Coalition/US Image,article,2019-02-22,,Counter VEO propaganda,,
101,26446,47619ec1-0d61-4b46-a375-4f0508cc5eb1,2019,1,Thai,144,PRC,HN/PN support,article,2019-02-11,,Increase regional stability,,
102,26447,75cc545c-e2ef-4203-a227-561959b07aeb,2019,1,Thai,139,VEO,Economy,article,2019-01-17,,Reduce support for radical Islam and terrorism,,
103,26448,382f0e6b-93b9-40af-9252-f1280ed72dcf,2019,1,Thai,137,VEO,Rule of Law,article,2018-12-11,,Reduce criminal influence throughout the region,"Reduce trafficking and smuggling of persons, weapons, narcotics, and other illicit items, particularly those that facilitate terrorism",
104,26449,d667ce10-9e1f-4777-b46f-419621387710,2019,1,Thai,136,VEO,Democratic Processes,article,2019-02-22,,Impede the spread of extremist ideology in the AOR,,
105,26450,3ed15f0d-a236-4593-90e2-487cae7ad111,2019,1,Thai,132,VEO,Rule of Law,article,2019-02-28,,Reduce criminal influence throughout the region,"Reduce trafficking and smuggling of persons, weapons, narcotics, and other illicit items, particularly those that facilitate terrorism",
106,26451,9cbcc09e-b2ca-4df2-b9f7-a1e9dbb64049,2019,1,Thai,132,VEO,SESI,article,2019-01-03,,None,,
107,26452,dac989a0-4105-4265-b2d3-b70ad5108011,2019,1,Thai,130,VEO,Regional Cooperation,article,2019-01-16,,Increase regional stability,,
108,26453,ed156b1a-8a1f-4701-a4c3-db40c86056aa,2019,1,Thai,129,VEO,Rule of Law,commentary,2019-01-14,,Reduce criminal influence throughout the region,"Reduce trafficking and smuggling of persons, weapons, narcotics, and other illicit items, particularly those that facilitate terrorism",
109,26454,25eded8c-4736-49bf-938a-79c223a3eac2,2019,1,Thai,128,VEO,VEO Consequences,article,2018-12-31,,Reduce effectiveness of VEO recruiting efforts,,
110,26455,2b41ada5-367d-4e6c-bcf6-6af68189c3bc,2019,1,Thai,127,VEO,Non-Violent Conflict Resolution,article,2018-10-26,,Impede the spread of extremist ideology in the AOR,Increase regional stability,
111,26456,41337d4b-4ec1-435c-9811-c3ddacf78f7c,2019,1,Thai,124,VEO,Positive Coalition/US Image,article,2018-08-09,,Counter VEO propaganda,,
112,26457,9692725d-a2f5-4f5b-9699-2b3f6d856372,2019,1,Thai,124,VEO,Smuggling/Trafficking,article,2018-03-13,,"Reduce trafficking and smuggling of persons, weapons, narcotics, and other illicit items, particularly those that facilitate terrorism",,
113,26458,5119d068-6d57-4c71-9469-f5bdeed78c22,2019,1,Thai,121,VEO,Rule of Law,article,2019-01-23,,Reduce criminal influence throughout the region,"Reduce trafficking and smuggling of persons, weapons, narcotics, and other illicit items, particularly those that facilitate terrorism",
114,26459,1a286a38-730d-46d5-be23-5637fd4a0863,2019,1,Thai,120,VEO,Anti-Crime,article,2019-01-15,,Reduce criminal influence throughout the region,"Reduce trafficking and smuggling of persons, weapons, narcotics, and other illicit items, particularly those that facilitate terrorism",
115,26460,22d3c0a2-ac00-497e-8f71-c7695391fc8c,2019,1,Thai,118,VEO,SESI,article,2017-03-13,,None,,
116,26461,52e07684-0c34-447c-856e-010d3e9d7919,2019,1,Thai,118,VEO,Moderate Islam,article,2016-05-04,,Impede the spread of extremist ideology in the AOR,Reduce support for radical Islam and terrorism,
117,26462,6e264f5d-539d-4f38-a6eb-09c12d78a9f7,2019,1,Thai,117,VEO,SESI,article,2019-01-04,,None,,
118,26463,ec437ffe-b90d-46f6-a2ad-ee5a997cb787,2019,1,Thai,115,VEO,Anti-Crime,article,2017-07-10,,Reduce criminal influence throughout the region,"Reduce trafficking and smuggling of persons, weapons, narcotics, and other illicit items, particularly those that facilitate terrorism",
119,26464,b7861b44-7cdb-41a4-8f91-5644cd22ecfa,2019,1,Thai,113,VEO,Economy,article,2018-11-12,,Reduce support for radical Islam and terrorism,,
120,26465,e9500928-d3fa-4b7f-a879-69268ef48b57,2019,1,Thai,112,VEO,VEO Consequences,article,2019-02-14,,Reduce effectiveness of VEO recruiting efforts,,
121,26466,ec04c595-8273-4e1f-b5d0-7bbefd43cf04,2019,1,Thai,112,VEO,VEO Consequences,article,2019-03-13,,Reduce effectiveness of VEO recruiting efforts,,
122,26467,be531532-c418-4e5b-ad61-3ca21689aac6,2019,1,Thai,111,VEO,Judicial Process,article,2019-02-13,,Reduce criminal influence throughout the region,,
123,26468,56d29f1c-32dd-4d72-96e0-737a71d1f73a,2019,1,Thai,110,VEO,SESI,article,2016-12-01,,None,,
124,26469,5bef2e1f-f6ae-4595-a1eb-f045ccf4c5f5,2019,1,Thai,109,VEO,SESI,slideshow,2016-02-22,,None,,
125,26470,66aca23b-83aa-49de-868c-19c4ddefa4dd,2019,1,Thai,108,VEO,Economy,article,2016-02-04,,Reduce support for radical Islam and terrorism,,
126,26471,7e289f48-0dd8-40aa-85ef-efc95d309b7a,2019,1,Thai,108,VEO,Democratic Processes,article,2018-04-09,,Impede the spread of extremist ideology in the AOR,,
127,26472,9db4a505-a1ee-4c2f-a9e9-1b28298f995d,2019,1,Thai,108,VEO,Open Society,article,2018-10-10,,Impede the spread of extremist ideology in the AOR,,
128,26473,2e8b56df-ac82-48b6-93a3-79a803b58a91,2019,1,Thai,107,VEO,Human Rights,article,2016-12-30,,Impede the spread of extremist ideology in the AOR,,
129,26474,08ee7fa5-8e85-4b4e-aadd-3845350305ad,2019,1,Thai,106,VEO,Anti-Crime,article,2019-01-17,,Reduce criminal influence throughout the region,"Reduce trafficking and smuggling of persons, weapons, narcotics, and other illicit items, particularly those that facilitate terrorism",
130,26475,1ad9e83b-5c1c-4cf3-9143-2faf5375ab5e,2019,1,Thai,106,VEO,Human Rights,article,2016-03-01,,Impede the spread of extremist ideology in the AOR,,
131,26476,43d6c238-b05a-4bb2-8c48-331184521f11,2019,1,Thai,104,VEO,VEO Family Impact,article,2015-08-07,,Reduce effectiveness of VEO recruiting efforts,,
132,26477,00eec448-6daf-4403-9a8c-1d8dcd5e68d4,2019,1,Thai,103,PRC,HN/PN support,article,2018-12-11,à¸¨à¸²à¸¥à¸­à¸²à¸à¸²à¸­à¸™à¸¸à¸¡à¸±à¸•à¸´à¸à¸²à¸à¸‚à¸±à¸‡à¸™à¸±à¸à¸šà¸­à¸¥à¸šà¸²à¸«à¹Œà¹€à¸£à¸™ à¸•à¸²à¸¡à¸žà¸£à¸š.à¸ªà¹ˆà¸‡à¸•à¸±à¸§à¸œà¸¹à¹‰à¸£à¹‰à¸²à¸¢à¸‚à¹‰à¸²à¸¡à¹à¸”à¸™ 60 à¸§à¸±à¸™,Increase regional stability,,
133,26478,8469050f-bccc-468c-98b8-f8bb7a1fb461,2019,1,Thai,103,VEO,Democratic Processes,article,2019-01-07,,Impede the spread of extremist ideology in the AOR,,
134,26479,5c4c535e-8bb0-4022-a20f-434cfda7894a,2019,1,Thai,101,VEO,Democratic Processes,article,2018-11-26,,Impede the spread of extremist ideology in the AOR,,
135,26480,ce9a0ca5-6a31-4e44-9782-4885103e1057,2019,1,Thai,101,VEO,SESI,article,2019-01-25,,None,,
136,26481,fb296285-bd3e-410e-a0a0-c00a4761fc47,2019,1,Thai,101,VEO,Border Security,slideshow,2017-09-29,,Increase regional stability,,
137,26482,1d3def99-3c51-4247-ac25-f65e65e0d102,2019,1,Thai,98,VEO,Non-Violent Conflict Resolution,article,2018-11-27,,Impede the spread of extremist ideology in the AOR,Increase regional stability,
138,26483,92769873-f89e-4305-943a-6dcfed9c0205,2019,1,Thai,98,VEO,Anti-Drugs,article,2018-09-07,,"Reduce trafficking and smuggling of persons, weapons, narcotics, and other illicit items, particularly those that facilitate terrorism",,
139,26484,4f1cf510-100d-4ca1-a0ef-3c114b7da1f8,2019,1,Thai,97,VEO,VEO Consequences,article,2018-12-06,,Reduce effectiveness of VEO recruiting efforts,,
140,26485,663e93ac-91e2-49b6-8056-6b889a0d2e65,2019,1,Thai,95,VEO,Rule of Law,article,2019-01-30,,Reduce criminal influence throughout the region,"Reduce trafficking and smuggling of persons, weapons, narcotics, and other illicit items, particularly those that facilitate terrorism",
141,26486,2ab7558c-5e76-47a3-8f53-16d3fec44b7f,2019,1,Thai,93,VEO,Rule of Law,article,2019-01-29,,Reduce criminal influence throughout the region,"Reduce trafficking and smuggling of persons, weapons, narcotics, and other illicit items, particularly those that facilitate terrorism",
142,26487,8896c3ca-cc67-43bc-bdf9-8aa0fb0da6b8,2019,1,Thai,93,VEO,Human Rights,article,2018-04-04,,Impede the spread of extremist ideology in the AOR,,
143,26488,a6c975ad-56bb-4e3e-b2cc-c811a0e8b185,2019,1,Thai,93,VEO,Anti-Crime,article,2019-03-04,,Reduce criminal influence throughout the region,"Reduce trafficking and smuggling of persons, weapons, narcotics, and other illicit items, particularly those that facilitate terrorism",
